,physiologyM.condition15_ppt.cladeClade2,physiologyM.condition15_ppt.cladeClade3,AveExpr,F,P.Value,adj.P.Val,ensembl_transcript_id,ensembl_gene_id,gene_biotype,external_gene_name
ENSFHEP00000006467,0.34492500573962,-1.36847535496769,0.162054511776832,0.733598919640606,0.483701584402089,0.999959551980158,ENSFHET00000005459,ENSFHEG00000007514,protein_coding,cnpy2
ENSFHEP00000006468,-0.362399066793155,-1.4026334951397,-2.64271435342805,0.712750747141973,0.493690717927222,0.999959551980158,ENSFHET00000005437,ENSFHEG00000007521,protein_coding,tefm
ENSFHEP00000006469,-0.132181016546726,0.320394861524336,1.45964195909122,0.11484356705391,0.891667167095844,0.999959551980158,ENSFHET00000005438,ENSFHEG00000007520,protein_coding,EEF1AKMT3
ENSFHEP00000006471,-0.806192725244207,0.113599649641008,2.508576305097,0.991849166430374,0.375857472002163,0.999959551980158,ENSFHET00000005435,ENSFHEG00000007523,protein_coding,mtpap
ENSFHEP00000006472,-1.3208277125068,-0.220658781024316,4.74639664828327,1.48038657947477,0.234334262314142,0.999959551980158,ENSFHET00000005461,ENSFHEG00000007534,protein_coding,tsta3
ENSFHEP00000006473,-0.276697515874296,-0.206698056730266,5.30295073522131,0.430107089294656,0.652085336530172,0.999959551980158,ENSFHET00000005443,ENSFHEG00000007539,protein_coding,ube2z
ENSFHEP00000006475,-0.0521567282640585,0.00324436218390837,3.89868270255026,0.00277730915032301,0.99722664991242,0.999959551980158,ENSFHET00000005428,ENSFHEG00000007615,protein_coding,dlc1
ENSFHEP00000006477,0.584979391992122,0.195809559703042,4.93575169684587,2.38843319623508,0.0989472575969343,0.999959551980158,ENSFHET00000005430,ENSFHEG00000007533,protein_coding,fbxo18
ENSFHEP00000006478,-0.204383548682525,-0.123891655149305,6.67140158101954,0.293414659134038,0.7465926252811,0.999959551980158,ENSFHET00000005431,ENSFHEG00000007571,protein_coding,npepl1
ENSFHEP00000006479,0.103607142577431,-0.30071632257355,4.55216945141266,0.09048382450429,0.913591924846907,0.999959551980158,ENSFHET00000005432,ENSFHEG00000007547,protein_coding,
ENSFHEP00000006482,0.433171387833538,0.700080149534009,5.02459060633643,0.573531070798494,0.566063505121319,0.999959551980158,ENSFHET00000005426,ENSFHEG00000007572,protein_coding,pa2g4a
ENSFHEP00000006484,-0.547887504749267,-0.934399549357551,-0.463478632504128,0.358165420786231,0.700185058565348,0.999959551980158,ENSFHET00000005422,ENSFHEG00000007580,protein_coding,aga
ENSFHEP00000006486,-0.622080304744484,-0.129425383922503,5.25734173250689,1.40444688895141,0.252090227651339,0.999959551980158,ENSFHET00000005418,ENSFHEG00000007622,protein_coding,taf2
ENSFHEP00000006487,0.211942653465245,-0.105817793705268,5.33303450709056,0.221301742624192,0.802013263552989,0.999959551980158,ENSFHET00000005419,ENSFHEG00000007563,protein_coding,gnaia
ENSFHEP00000006488,-0.458852424479889,0.313789501781447,0.489981942780213,0.178096837354155,0.837225756759246,0.999959551980158,ENSFHET00000005414,ENSFHEG00000007545,protein_coding,
ENSFHEP00000006490,1.35103284132092,-0.0872324399793966,4.44307396196991,0.628446049899838,0.536295513330523,0.999959551980158,ENSFHET00000005412,ENSFHEG00000007552,protein_coding,gnb4b
ENSFHEP00000006492,1.24349097635641,0.817196888350975,-0.585022230041024,0.203430132965848,0.816390542784283,0.999959551980158,ENSFHET00000005399,ENSFHEG00000007552,protein_coding,gnb4b
ENSFHEP00000006493,-0.734603915052072,-0.523668487132369,1.6897462744037,0.421119298174767,0.657904054113938,0.999959551980158,ENSFHET00000005400,ENSFHEG00000000195,protein_coding,st6galnac3
ENSFHEP00000006495,-0.142674121311879,0.0108548016076468,5.58785163073984,0.0348222356481184,0.96579319648111,0.999959551980158,ENSFHET00000005402,ENSFHEG00000007570,protein_coding,RING1
ENSFHEP00000006496,2.4872088670808,-0.204963870635542,2.88464078587428,1.51231170139041,0.2272582226563,0.999959551980158,ENSFHET00000005403,ENSFHEG00000007585,protein_coding,serhl
ENSFHEP00000006497,0.224529063243555,-0.214424585314183,3.41242374333977,0.259359211014282,0.772257384039238,0.999959551980158,ENSFHET00000005404,ENSFHEG00000007580,protein_coding,aga
ENSFHEP00000006500,0.640837260644515,0.467417897790065,1.59950648963812,0.0929789194513448,0.911320997165737,0.999959551980158,ENSFHET00000005408,ENSFHEG00000007543,protein_coding,bmb
ENSFHEP00000006503,0.0354590723143767,-0.355160503274725,3.86962754851893,0.649340916633897,0.525395725582188,0.999959551980158,ENSFHET00000005384,ENSFHEG00000007560,protein_coding,ppie
ENSFHEP00000006504,0.242704530839058,0.499980581842033,2.83916748152412,0.386152231516936,0.681054119686147,0.999959551980158,ENSFHET00000005385,ENSFHEG00000007559,protein_coding,
ENSFHEP00000006506,-0.246977521884487,-0.0813824699405988,5.8744594619788,0.351764931267843,0.704637297656377,0.999959551980158,ENSFHET00000005387,ENSFHEG00000007602,protein_coding,prpf40a
ENSFHEP00000006507,-0.865434624296069,-1.1378278380236,7.38039567678031,0.455257099932634,0.636082536917213,0.999959551980158,ENSFHET00000005377,ENSFHEG00000007575,protein_coding,myl9b
ENSFHEP00000006509,-2.780911325009,-0.988513622955747,2.75105404998868,1.39469553195255,0.254468368513992,0.999959551980158,ENSFHET00000005379,ENSFHEG00000007562,protein_coding,cacul1
ENSFHEP00000006510,1.26666054333898,-1.53251103566011,5.638841914711,1.40329475579787,0.252370013715779,0.999959551980158,ENSFHET00000005380,ENSFHEG00000007578,protein_coding,cx34.4
ENSFHEP00000006511,1.63346799406793,1.32131492642709,0.0328403044509892,1.05814453689931,0.352388601252775,0.999959551980158,ENSFHET00000005381,ENSFHEG00000007621,protein_coding,mfn1b
ENSFHEP00000006512,-0.347918051323075,0.594387517581223,4.19705915977814,0.764028392523252,0.469493047716105,0.999959551980158,ENSFHET00000005365,ENSFHEG00000007666,protein_coding,
ENSFHEP00000006513,-0.736466950995641,-1.72912851683562,6.85557929484309,1.45013534807392,0.241248249299067,0.999959551980158,ENSFHET00000005366,ENSFHEG00000007601,protein_coding,ctsz
ENSFHEP00000006515,0.957241411636851,3.28926819553705,1.45311401895721,1.32288927233077,0.272705600820228,0.999959551980158,ENSFHET00000005358,ENSFHEG00000007581,protein_coding,
ENSFHEP00000006517,-0.0338517178493867,0.765871768049808,0.795047087750227,0.688670917824104,0.50549250776535,0.999959551980158,ENSFHET00000005371,ENSFHEG00000007589,protein_coding,
ENSFHEP00000006521,0.280200295808264,-0.19266508107937,5.27627890647023,0.233705537884952,0.792187873092728,0.999959551980158,ENSFHET00000005364,ENSFHEG00000007735,protein_coding,
ENSFHEP00000006523,0.16751920889022,-0.133560465408025,3.16098987784543,0.0796741758014212,0.923497767085129,0.999959551980158,ENSFHET00000005356,ENSFHEG00000007621,protein_coding,mfn1b
ENSFHEP00000006526,-0.67902667689528,0.432280039475,2.44740802102439,0.09801728857135,0.906752956251846,0.999959551980158,ENSFHET00000005348,ENSFHEG00000007604,protein_coding,
ENSFHEP00000006527,-2.0965043595204,-1.74671564080014,-0.685417430076329,1.55923695306752,0.217253684142424,0.999959551980158,ENSFHET00000005349,ENSFHEG00000000701,protein_coding,st8sia5
ENSFHEP00000006528,-0.304894141676365,3.64293119793516,3.61325193824349,2.94517539763658,0.0589049666528424,0.999959551980158,ENSFHET00000005342,ENSFHEG00000007646,protein_coding,erlin1
ENSFHEP00000006530,-0.305726716335553,0.185264640596741,5.15602068032617,0.701309588336494,0.499262441998855,0.999959551980158,ENSFHET00000005344,ENSFHEG00000007597,protein_coding,zgc:123305
ENSFHEP00000006532,-0.325537772861905,-1.66326227153019,4.55173018479502,1.8894692488889,0.158507497179678,0.999959551980158,ENSFHET00000005347,ENSFHEG00000007612,protein_coding,stk24b
ENSFHEP00000006533,-0.704237132887784,0.921924942115917,-1.19761350617295,0.497364141415659,0.610187594726924,0.999959551980158,ENSFHET00000005335,ENSFHEG00000007740,protein_coding,hmgcl
ENSFHEP00000006534,2.63423703463199,0.487001202423191,-0.903466809133333,0.912557661284709,0.406049666135004,0.999959551980158,ENSFHET00000005336,ENSFHEG00000007641,protein_coding,mef2cb
ENSFHEP00000006535,-2.83784595428861,-1.01309690135976,3.34021860840869,0.442986355705732,0.643839301557227,0.999959551980158,ENSFHET00000005337,ENSFHEG00000007590,protein_coding,
ENSFHEP00000006536,-2.32117221253432,-0.962040782944148,2.57339720712478,1.64515821967375,0.20009159237776,0.999959551980158,ENSFHET00000005328,ENSFHEG00000007592,protein_coding,EEF1D
ENSFHEP00000006537,1.18502787058015,0.216987574338541,4.3405584087097,1.62829991025319,0.203345490194644,0.999959551980158,ENSFHET00000005329,ENSFHEG00000007594,protein_coding,
ENSFHEP00000006539,-0.0085288962590746,-0.770513039691481,-1.92214070371773,0.321343315416582,0.726199996608071,0.999959551980158,ENSFHET00000005331,ENSFHEG00000007609,protein_coding,
ENSFHEP00000006540,0.527926434912634,0.301298896272247,5.94180766035647,0.0270272808008806,0.97334447281203,0.999959551980158,ENSFHET00000005332,ENSFHEG00000007598,protein_coding,mb
ENSFHEP00000006543,0.163132840263457,0.0292037548337943,0.704712669901646,0.00604710271535297,0.993971644623169,0.999959551980158,ENSFHET00000005323,ENSFHEG00000007977,protein_coding,erbb3a
ENSFHEP00000006546,-0.2472390402092,0.249718813163227,8.34043164475064,0.412502196378886,0.66353288880416,0.999959551980158,ENSFHET00000005311,ENSFHEG00000007607,protein_coding,rpl37
ENSFHEP00000006547,0.54784255742114,-0.354527164201047,-0.33581118491286,0.222053423313965,0.801414287341863,0.999959551980158,ENSFHET00000005312,ENSFHEG00000007609,protein_coding,
ENSFHEP00000006549,-0.17143876438094,-0.0975226725812815,4.4986291381678,0.135313763933457,0.873661500201936,0.999959551980158,ENSFHET00000005314,ENSFHEG00000007600,protein_coding,usp38
ENSFHEP00000006550,0.651815239701926,0.572232202547408,3.8312435931126,0.629164864539827,0.535916711839532,0.999959551980158,ENSFHET00000005315,ENSFHEG00000007644,protein_coding,TENM3
ENSFHEP00000006551,0.222435097148097,0.27491534405147,-0.823815798322572,0.0313891947140977,0.969111471502916,0.999959551980158,ENSFHET00000005316,ENSFHEG00000007616,protein_coding,eml1
ENSFHEP00000006553,1.10107159873645,0.448155217891894,-0.917189739912533,0.286573789636081,0.751676736763872,0.999959551980158,ENSFHET00000005302,ENSFHEG00000007616,protein_coding,eml1
ENSFHEP00000006557,-0.222595677505449,-0.202914852738822,2.85525383917078,0.0822873519378935,0.921093010929148,0.999959551980158,ENSFHET00000005282,ENSFHEG00000007617,protein_coding,ahdc1
ENSFHEP00000006559,-1.7345168863481,-2.09487777520775,1.51947443538577,1.02089853217923,0.365382225833379,0.999959551980158,ENSFHET00000005284,ENSFHEG00000007616,protein_coding,eml1
ENSFHEP00000006560,-3.67892491518256,-3.12684715917348,-2.67203982753086,2.35820776413591,0.101794709115315,0.999959551980158,ENSFHET00000005285,ENSFHEG00000007740,protein_coding,hmgcl
ENSFHEP00000006561,0.269303904674432,0.170632175205218,3.99730370653867,0.247522508280515,0.781388571333757,0.999959551980158,ENSFHET00000005286,ENSFHEG00000007619,protein_coding,pin4
ENSFHEP00000006562,-1.36476122633503,-1.2620502930746,4.15430927500908,0.777192579372719,0.463479826459738,0.999959551980158,ENSFHET00000005287,ENSFHEG00000007648,protein_coding,tpra1
ENSFHEP00000006563,1.43378586509479,2.28782503014043,-0.558173874032315,2.17780149532345,0.120633792352454,0.999959551980158,ENSFHET00000005288,ENSFHEG00000007631,protein_coding,
ENSFHEP00000006564,-0.0857487682350701,0.298871165337272,2.69374063650117,0.222263122351617,0.801247270833114,0.999959551980158,ENSFHET00000005289,ENSFHEG00000007618,protein_coding,
ENSFHEP00000006565,0.109135186306002,0.396488366626758,4.71137995648639,0.534937533309586,0.587995695583419,0.999959551980158,ENSFHET00000005290,ENSFHEG00000007636,protein_coding,nos1apa
ENSFHEP00000006566,-0.0780885662086846,-0.545354155381511,4.51633737586446,0.801093616473411,0.45276362196029,0.999959551980158,ENSFHET00000005291,ENSFHEG00000007610,protein_coding,
ENSFHEP00000006567,2.00261938726522,1.36585475046716,-2.53075412944317,1.71463198847712,0.187236642710036,0.999959551980158,ENSFHET00000005292,ENSFHEG00000007609,protein_coding,
ENSFHEP00000006568,-0.217599277875778,0.278664994887579,2.28733607590658,0.100330490463189,0.904663577365862,0.999959551980158,ENSFHET00000005293,ENSFHEG00000007764,protein_coding,fmnl2a
ENSFHEP00000006569,0.0420588538150487,0.135534938621467,6.08824368662795,0.345502548682804,0.709021627004642,0.999959551980158,ENSFHET00000005267,ENSFHEG00000007623,protein_coding,zgc:158803
ENSFHEP00000006570,-1.38937633739901,0.534332484304981,1.48196717541667,0.648598031042991,0.52577932152157,0.999959551980158,ENSFHET00000005268,ENSFHEG00000007824,protein_coding,dennd5a
ENSFHEP00000006572,0.857909919827414,0.452679431188684,-0.78510223702668,0.235321987862503,0.790916578947837,0.999959551980158,ENSFHET00000005256,ENSFHEG00000007632,protein_coding,smdt1b
ENSFHEP00000006573,0.0309903162611474,0.00932148675893156,-0.822473505509681,9.18103716233765e-05,0.999908193958871,0.999959551980158,ENSFHET00000005257,ENSFHEG00000007658,protein_coding,enpp2
ENSFHEP00000006574,1.69964032012612,0.589819514067651,0.639370233353042,1.11170389102944,0.334530800235975,0.999959551980158,ENSFHET00000005258,ENSFHEG00000007664,protein_coding,pkd2l1
ENSFHEP00000006577,0.0748401478794437,0.296645681306364,5.4089353929265,0.132444675716781,0.876162477552824,0.999959551980158,ENSFHET00000005261,ENSFHEG00000007764,protein_coding,fmnl2a
ENSFHEP00000006580,-0.235814041429016,-0.168437574912395,5.39450101110829,0.342633830554194,0.711039384657214,0.999959551980158,ENSFHET00000005263,ENSFHEG00000007655,protein_coding,faf2
ENSFHEP00000006582,-0.541236452125285,0.45799125481887,3.27246697272122,0.454993943523261,0.636247875614383,0.999959551980158,ENSFHET00000005250,ENSFHEG00000007657,protein_coding,nob1
ENSFHEP00000006583,-0.471173819460502,-0.63076469991519,3.41343609767542,0.821815115615936,0.443679123753941,0.999959551980158,ENSFHET00000005252,ENSFHEG00000007645,protein_coding,evla
ENSFHEP00000006585,-0.187174185530142,0.411652844781028,3.87580749639054,0.258118046189146,0.773209688223181,0.999959551980158,ENSFHET00000005242,ENSFHEG00000007764,protein_coding,fmnl2a
ENSFHEP00000006586,1.16821459122379,1.41007477776168,-1.96910842494498,0.813987393560762,0.447088653113937,0.999959551980158,ENSFHET00000005243,ENSFHEG00000000199,protein_coding,
ENSFHEP00000006588,0.559999410721387,0.0978361906298611,1.31756029670673,0.164694201116914,0.8484688985415,0.999959551980158,ENSFHET00000005246,ENSFHEG00000007757,protein_coding,
ENSFHEP00000006591,2.62274354979699,0.799477360466553,0.127066054517975,1.17345202191305,0.315091926268735,0.999959551980158,ENSFHET00000005233,ENSFHEG00000007656,protein_coding,sesn2
ENSFHEP00000006592,1.44440568744296,1.97967954185596,0.0260425618061294,1.57148389434379,0.214717862038978,0.999959551980158,ENSFHET00000005234,ENSFHEG00000007645,protein_coding,evla
ENSFHEP00000006594,-3.95208089731842,-0.807338271805263,0.800909797973706,3.05533207437237,0.0532062269282804,0.999959551980158,ENSFHET00000005236,ENSFHEG00000007637,protein_coding,
ENSFHEP00000006595,0.0845976115012262,0.164721299698455,5.57351132759454,0.147311800574545,0.863282059638179,0.999959551980158,ENSFHET00000005237,ENSFHEG00000007639,protein_coding,ftsj3
ENSFHEP00000006597,0.301537346486297,-0.231371410611647,5.54690652792914,0.139216157383233,0.870271562119447,0.999959551980158,ENSFHET00000005231,ENSFHEG00000007714,protein_coding,
ENSFHEP00000006598,-1.6746519801475,-0.445931345398288,3.48172448628819,2.20611459785098,0.117455332294311,0.999959551980158,ENSFHET00000005225,ENSFHEG00000007688,protein_coding,bcan
ENSFHEP00000006601,-0.233186542077027,-0.336080177358171,3.15642413258603,0.0335442155031927,0.967027126410605,0.999959551980158,ENSFHET00000005228,ENSFHEG00000007678,protein_coding,svila
ENSFHEP00000006602,0.376211750429845,0.618071936967733,-2.23442924958027,0.205199366373535,0.814955501428881,0.999959551980158,ENSFHET00000005220,ENSFHEG00000007671,protein_coding,kdm5ba
ENSFHEP00000006603,0.00541683554456875,0.370975121513268,-1.29332955207986,0.105669448539306,0.899860075534826,0.999959551980158,ENSFHET00000005221,ENSFHEG00000007675,protein_coding,SOX10
ENSFHEP00000006604,-1.34379954418476,-0.437273516309328,2.90093298060124,0.25815379954154,0.773182239001645,0.999959551980158,ENSFHET00000005222,ENSFHEG00000007654,protein_coding,
ENSFHEP00000006606,-0.29368101508731,-0.377921474929924,5.69321760729409,0.80397060392811,0.451490984010718,0.999959551980158,ENSFHET00000005213,ENSFHEG00000007662,protein_coding,degs2
ENSFHEP00000006607,-0.910629974728932,-0.499481145035242,2.09177158490414,0.0650380860371062,0.937086286785177,0.999959551980158,ENSFHET00000005214,ENSFHEG00000007676,protein_coding,ccdc136b
ENSFHEP00000006608,-0.184581718047016,-0.0391721326019192,4.13617767359858,0.0130052950553053,0.987081206613755,0.999959551980158,ENSFHET00000005215,ENSFHEG00000007712,protein_coding,chuk
ENSFHEP00000006609,-0.467624996204702,-0.109337080330951,0.349154650532124,0.0602497226304735,0.941576392128899,0.999959551980158,ENSFHET00000005216,ENSFHEG00000007659,protein_coding,tdo2a
ENSFHEP00000006610,-0.274159214964203,-0.112966389933865,-2.00284355192624,0.0168131210531416,0.983331256869901,0.999959551980158,ENSFHET00000005204,ENSFHEG00000007667,protein_coding,chchd6b
ENSFHEP00000006611,-0.177633954942481,-0.460252255771416,5.59273645503089,1.15903076573655,0.319525453267349,0.999959551980158,ENSFHET00000005205,ENSFHEG00000007708,protein_coding,smarcd1
ENSFHEP00000006612,0.0119309363684463,-0.218981753050514,6.64533327528414,0.089172495437451,0.91478777021523,0.999959551980158,ENSFHET00000005194,ENSFHEG00000007671,protein_coding,kdm5ba
ENSFHEP00000006613,0.979091975412425,-0.585048577740063,3.04651364758931,0.58258277654446,0.561042353782635,0.999959551980158,ENSFHET00000005195,ENSFHEG00000000202,protein_coding,urb1
ENSFHEP00000006615,-0.714235180693459,0.14336966352656,2.904702427276,0.521218443267024,0.59600083571702,0.999959551980158,ENSFHET00000005197,ENSFHEG00000007699,protein_coding,
ENSFHEP00000006616,0.672969787726315,0.227958630356564,0.236085838365914,0.0760891496077533,0.926807361544725,0.999959551980158,ENSFHET00000005198,ENSFHEG00000007714,protein_coding,
ENSFHEP00000006617,-0.620745335037471,0.769003805658047,1.9850809791009,1.10941239652206,0.335275454909333,0.999959551980158,ENSFHET00000005199,ENSFHEG00000007675,protein_coding,SOX10
ENSFHEP00000006619,-2.44655992155097,-1.63977770068987,4.48984692593907,1.47915209901269,0.234612381562806,0.999959551980158,ENSFHET00000005201,ENSFHEG00000007681,protein_coding,brcc3
ENSFHEP00000006620,1.59483149279957,1.3639047871163,2.41036017927374,0.62423051685949,0.538522562846021,0.999959551980158,ENSFHET00000005187,ENSFHEG00000007678,protein_coding,svila
ENSFHEP00000006621,0.371876638164594,0.308275587356108,6.44185879509043,0.272550647245727,0.762210197994633,0.999959551980158,ENSFHET00000005188,ENSFHEG00000007703,protein_coding,tial1
ENSFHEP00000006623,0.632920788346831,0.419193113061407,5.94431243414261,0.833080567848096,0.438819047635839,0.999959551980158,ENSFHET00000005180,ENSFHEG00000007770,protein_coding,PLXNA1
ENSFHEP00000006624,0.0392194382144614,-0.0254786130045793,3.56335628162927,0.0139572961732285,0.986142299763622,0.999959551980158,ENSFHET00000005182,ENSFHEG00000007686,protein_coding,rabif
ENSFHEP00000006625,2.15013748699377,1.80470061324784,5.70486553806276,0.341117389630291,0.71210837996807,0.999959551980158,ENSFHET00000005183,ENSFHEG00000007694,protein_coding,rgs5a
ENSFHEP00000006627,0.0770530191752088,0.445749403305548,4.03120533255825,0.0968177614563596,0.907838370017604,0.999959551980158,ENSFHET00000005172,ENSFHEG00000007742,protein_coding,
ENSFHEP00000006629,-0.28320043159372,1.32119301814639,1.02269315126092,0.39342899069184,0.676168493101891,0.999959551980158,ENSFHET00000005174,ENSFHEG00000007709,protein_coding,pdcl
ENSFHEP00000006630,-0.226146787287384,0.143624296391497,4.02332910380788,0.252663327741799,0.777409237183919,0.999959551980158,ENSFHET00000005175,ENSFHEG00000007682,protein_coding,rnaseh2a
ENSFHEP00000006631,3.06523852006335,0.756231030262824,1.80680005195805,0.884756116525289,0.417216647712562,0.999959551980158,ENSFHET00000005176,ENSFHEG00000007683,protein_coding,
ENSFHEP00000006632,-0.868188732851546,-0.205510765955889,7.37755266180441,1.55431526368813,0.218281406899679,0.999959551980158,ENSFHET00000005168,ENSFHEG00000007977,protein_coding,erbb3a
ENSFHEP00000006633,0.118928318051772,0.00721833193494941,2.30864242220945,0.00642618483355968,0.99359498383408,0.999959551980158,ENSFHET00000005169,ENSFHEG00000007729,protein_coding,denr
ENSFHEP00000006634,0.319293449752908,0.1246826230843,7.78886142546727,0.282541265546793,0.754690348138887,0.999959551980158,ENSFHET00000005207,ENSFHEG00000007665,protein_coding,
ENSFHEP00000006636,0.578725771859549,0.042204480427458,5.93381040630345,0.70415598294458,0.497870267784808,0.999959551980158,ENSFHET00000005165,ENSFHEG00000007693,protein_coding,fzd1
ENSFHEP00000006640,-0.121821197797057,-0.325155435591331,4.1082842573034,0.361600572195477,0.697807466170188,0.999959551980158,ENSFHET00000005158,ENSFHEG00000007715,protein_coding,bdh2
ENSFHEP00000006641,-1.49497363351007,1.41956565262771,-0.487292932203432,1.30242889930908,0.278144119476328,0.999959551980158,ENSFHET00000005159,ENSFHEG00000007700,protein_coding,
ENSFHEP00000006642,0.0872948264014902,0.321565375374643,5.43118215628615,0.178604195584115,0.836803166133935,0.999959551980158,ENSFHET00000005160,ENSFHEG00000007781,protein_coding,immt
ENSFHEP00000006643,0.0662647824125842,0.0959441382477346,6.71211695094108,0.0742941705807801,0.928469011492817,0.999959551980158,ENSFHET00000005161,ENSFHEG00000007731,protein_coding,adipor1a
ENSFHEP00000006645,-0.0112754290203171,-0.160044289569349,-1.38675654551274,0.00927871347885764,0.990765375250822,0.999959551980158,ENSFHET00000005163,ENSFHEG00000007737,protein_coding,col19a1
ENSFHEP00000006646,0.615795609027799,-0.185479951894298,4.59094964142299,1.307949753833,0.276665747492452,0.999959551980158,ENSFHET00000005146,ENSFHEG00000007701,protein_coding,znf438
ENSFHEP00000006647,-1.18096955226664,0.0609082123604419,4.11883720367612,0.887979541471008,0.415905889223674,0.999959551980158,ENSFHET00000005147,ENSFHEG00000007702,protein_coding,isg20l2
ENSFHEP00000006650,0.432377443207958,-1.52060316823102,2.72865926757567,1.11077190957872,0.334833455998219,0.999959551980158,ENSFHET00000005150,ENSFHEG00000007709,protein_coding,pdcl
ENSFHEP00000006651,-3.13930360355989,-1.6354354675746,5.38136251044696,1.40958801587698,0.250845626170853,0.999959551980158,ENSFHET00000005139,ENSFHEG00000007717,protein_coding,ak2
ENSFHEP00000006652,0.787147706712866,0.589520981704219,2.82027399398276,0.919014623272264,0.403500349637441,0.999959551980158,ENSFHET00000005140,ENSFHEG00000007743,protein_coding,cdk14
ENSFHEP00000006654,0.676741368470883,0.608201964848869,3.13719403528691,1.17539806137002,0.314498514459579,0.999959551980158,ENSFHET00000005135,ENSFHEG00000007706,protein_coding,zeb1b
ENSFHEP00000006655,1.00430347477794,0.815054319295544,-1.08503519356953,0.269929510898968,0.764195824401096,0.999959551980158,ENSFHET00000005130,ENSFHEG00000007731,protein_coding,adipor1a
ENSFHEP00000006657,0.308570922776009,0.381484008523857,2.74234794631958,0.293205153318768,0.746747803617319,0.999959551980158,ENSFHET00000005132,ENSFHEG00000007711,protein_coding,rrnad1
ENSFHEP00000006659,0.703616946657718,0.194417340044636,5.09259733850744,0.573468069598467,0.566098614419086,0.999959551980158,ENSFHET00000005128,ENSFHEG00000007772,protein_coding,inpp5f
ENSFHEP00000006661,-0.836330240342484,-0.284427495150158,6.41653988883378,1.70707763264981,0.188592337240111,0.999959551980158,ENSFHET00000005122,ENSFHEG00000007761,protein_coding,tpp1
ENSFHEP00000006662,0.868364369110611,0.281063052125144,5.7002912659209,0.479010404349865,0.621338926248905,0.999959551980158,ENSFHET00000005123,ENSFHEG00000007718,protein_coding,
ENSFHEP00000006663,0.215818784626095,0.742512329534663,8.05739401763483,0.61314271306458,0.544425687339875,0.999959551980158,ENSFHET00000005124,ENSFHEG00000007732,protein_coding,rpl28
ENSFHEP00000006664,1.45499750673061,0.938122673400887,5.50119349059683,1.4295417111156,0.246074592287563,0.999959551980158,ENSFHET00000005125,ENSFHEG00000007744,protein_coding,gpd1b
ENSFHEP00000006665,0.619098999509563,0.0533798426862324,5.58303041326793,0.501043952532243,0.607976683862312,0.999959551980158,ENSFHET00000005113,ENSFHEG00000007758,protein_coding,niban2b
ENSFHEP00000006666,-0.247962679163379,-0.395257483395626,5.4115388020353,0.0238963398191543,0.976394590626354,0.999959551980158,ENSFHET00000005114,ENSFHEG00000007728,protein_coding,SDC3
ENSFHEP00000006667,0.583274348886135,0.460650601116494,-2.51809018403483,0.167925694757746,0.845743961778038,0.999959551980158,ENSFHET00000005115,ENSFHEG00000007747,protein_coding,rnf19b
ENSFHEP00000006668,0.424599314804003,0.440337591464863,0.029467828384732,0.0954389186496533,0.909087690319966,0.999959551980158,ENSFHET00000005116,ENSFHEG00000000797,protein_coding,
ENSFHEP00000006669,-0.572662335532664,-1.00353953475942,3.48644149004981,0.634256809096466,0.533241214674884,0.999959551980158,ENSFHET00000005117,ENSFHEG00000007724,protein_coding,plaua
ENSFHEP00000006671,0.136480237169767,1.09693329429168,1.0403578298969,0.261602669688183,0.77053911019217,0.999959551980158,ENSFHET00000005110,ENSFHEG00000007853,protein_coding,fgfr3
ENSFHEP00000006674,1.94729926014107,-0.105019314209079,1.66571196567514,0.58360342476183,0.560479059453823,0.999959551980158,ENSFHET00000005104,ENSFHEG00000007832,protein_coding,vcla
ENSFHEP00000006675,0.799566399920921,-2.37604302469466,-0.360846862695324,1.8641816127838,0.162364982594389,0.999959551980158,ENSFHET00000005105,ENSFHEG00000007765,protein_coding,pum1
ENSFHEP00000006678,0.161836051969576,-0.394615904741411,0.371453826137738,0.0587686572497179,0.942969676555764,0.999959551980158,ENSFHET00000005096,ENSFHEG00000007741,protein_coding,
ENSFHEP00000006682,-0.0699609458276558,1.3648810952494,0.741040148621738,0.667299717963014,0.516209514152909,0.999959551980158,ENSFHET00000005077,ENSFHEG00000007853,protein_coding,fgfr3
ENSFHEP00000006684,-0.569884407936469,-0.178554358629356,5.75422315997975,1.16048716091574,0.319074818446942,0.999959551980158,ENSFHET00000005079,ENSFHEG00000007760,protein_coding,ndufs5
ENSFHEP00000006685,-0.50486184036732,0.464649506758877,3.23670622577806,0.086258337831911,0.917451051439857,0.999959551980158,ENSFHET00000005080,ENSFHEG00000007832,protein_coding,vcla
ENSFHEP00000006686,0.270988689436534,2.29698995085296,-2.3916527160092,1.95962182888724,0.148291533861349,0.999959551980158,ENSFHET00000005081,ENSFHEG00000007840,protein_coding,
ENSFHEP00000006687,-0.090931041959732,0.450920742711089,1.96709545414872,0.122222565628283,0.885133022343674,0.999959551980158,ENSFHET00000005082,ENSFHEG00000007816,protein_coding,asb5a
ENSFHEP00000006688,-0.259590720699712,0.0845415129893815,6.45787323718545,0.410941846270625,0.664557415313988,0.999959551980158,ENSFHET00000005068,ENSFHEG00000007759,protein_coding,
ENSFHEP00000006689,0.302323557219806,-0.0112197182679455,-0.244529401864627,0.0200493707533005,0.980155704393049,0.999959551980158,ENSFHET00000005069,ENSFHEG00000007902,protein_coding,SMARCA4
